age,Working Section,Financial Weight,education,education-num,Marriage Status,occupation,Relationship Status,Skin Color,Gender,Capital Gain,Capital Loss,hours-per-week,Country,id,Predictions
29,Local Government,183523,Some-college,10,No Marriage,Exec-managerial,Not-in-family,White,Male,0,0,40,Iran,6182,Poor
65,Private,274916,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,12687,Poor
22,Local Government,34029,Bachelors,13,No Marriage,Prof-specialty,Own-child,White,Female,0,0,20,United-States,1070,Poor
31,Private,226443,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,55,United-States,8413,Rich
35,Private,26987,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2778,Poor
18,Private,74054,11th,7,No Marriage,Sales,Own-child,Other,Female,0,0,20,?,7080,Poor
59,Private,175290,7th-8th,4,No Marriage,Other-service,Other-relative,White,Male,0,0,32,United-States,13541,Poor
35,Private,112077,HS-grad,9,Married Civilian,Handlers-cleaners,Husband,White,Male,5013,0,40,United-States,26491,Poor
47,Private,124973,Assoc-voc,11,Married Civilian,Exec-managerial,Husband,White,Male,15024,0,50,United-States,4593,Rich
63,Private,109517,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,27045,Poor
32,Private,209184,Bachelors,13,Married Civilian,Sales,Husband,Other,Male,0,0,40,Puerto-Rico,5118,Poor
41,Private,139907,10th,6,No Marriage,Handlers-cleaners,Unmarried,White,Male,0,0,50,United-States,9127,Poor
58,Local Government,34878,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,18728,Poor
32,Local Government,49325,7th-8th,4,Married Civilian,Other-service,Husband,White,Male,0,0,40,United-States,4561,Poor
37,Self Employed No Inc,245372,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,15,United-States,20124,Poor
47,Self Employed No Inc,160045,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,35,United-States,12559,Poor
54,Self Employed + Inc,146574,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,10776,Rich
30,?,197827,Some-college,10,Married Civilian,?,Husband,White,Male,0,0,40,United-States,16878,Poor
45,Private,259463,Assoc-voc,11,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,31986,Rich
62,Private,194167,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,2174,0,40,United-States,21968,Poor
42,Self Employed No Inc,170649,Some-college,10,Married Civilian,Farming-fishing,Husband,White,Male,0,0,60,United-States,10057,Poor
40,Private,117917,HS-grad,9,Married Civilian,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,50,United-States,29864,Poor
17,Private,114798,10th,6,No Marriage,Other-service,Own-child,White,Female,0,0,20,United-States,11925,Poor
66,State Govenment,71075,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,30588,Poor
19,?,129586,Some-college,10,No Marriage,?,Own-child,White,Male,0,0,40,United-States,16173,Poor
51,Private,168660,HS-grad,9,Married Civilian,Exec-managerial,Husband,White,Male,0,0,50,United-States,20857,Poor
44,Private,75012,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,80,United-States,25146,Poor
52,Private,286342,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,12799,Poor
39,Private,80410,Bachelors,13,No Marriage,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,12510,Poor
57,Local Government,121111,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,22476,Poor
26,Private,357933,Some-college,10,No Marriage,Adm-clerical,Own-child,White,Female,0,0,15,United-States,20726,Poor
20,Private,132053,Some-college,10,No Marriage,Prof-specialty,Own-child,White,Female,0,0,2,United-States,13987,Poor
25,Private,181598,11th,7,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,24976,Poor
31,Private,507875,9th,5,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,43,United-States,40,Poor
51,State Govenment,172281,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,35,United-States,30188,Rich
22,Self Employed No Inc,202920,HS-grad,9,No Marriage,Prof-specialty,Unmarried,White,Female,99999,0,40,Dominican-Republic,1826,Rich
21,Private,124589,HS-grad,9,No Marriage,Sales,Own-child,White,Female,0,0,40,United-States,21661,Poor
30,Private,154297,10th,6,No Marriage,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,15200,Poor
47,Local Government,154033,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,28525,Poor
47,Private,189123,11th,7,Married Civilian,Adm-clerical,Husband,White,Male,0,1485,58,United-States,7813,Poor
50,Self Employed No Inc,198581,Prof-school,15,Married Civilian,Prof-specialty,Husband,White,Male,0,0,50,United-States,16269,Rich
19,Private,268392,HS-grad,9,No Marriage,Sales,Unmarried,Black,Female,0,0,30,United-States,23743,Poor
56,Self Employed + Inc,24127,Assoc-voc,11,Married Civilian,Sales,Husband,White,Male,0,0,54,United-States,20651,Rich
57,Private,103403,5th-6th,3,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,12476,Poor
46,Private,104632,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,28995,Rich
41,State Govenment,197558,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,10632,Poor
33,Private,183612,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,20,United-States,30112,Poor
23,Private,256278,7th-8th,4,Married Civilian,Handlers-cleaners,Other-relative,Other,Female,0,0,30,El-Salvador,30272,Poor
34,Private,143392,HS-grad,9,No Marriage,Sales,Own-child,White,Female,0,0,40,United-States,10430,Poor
21,?,152328,Some-college,10,No Marriage,?,Own-child,White,Male,0,0,20,United-States,6733,Poor
43,Private,193494,Some-college,10,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,3833,Poor
66,Self Employed No Inc,274451,9th,5,Married Civilian,Farming-fishing,Husband,White,Male,0,0,25,United-States,24271,Rich
25,Private,98283,Bachelors,13,No Marriage,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,1471,Poor
54,Private,82566,Assoc-acdm,12,Married Civilian,Sales,Husband,White,Male,0,0,45,United-States,19566,Poor
31,Police,351141,HS-grad,9,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,7379,Poor
53,Self Employed + Inc,42924,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Male,14084,0,50,United-States,15745,Rich
67,Self Employed No Inc,252842,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,1797,0,20,United-States,28767,Poor
30,?,147215,Some-college,10,No Marriage,?,Own-child,White,Female,0,0,30,United-States,18564,Poor
44,Private,112262,Bachelors,13,Married Civilian,Tech-support,Husband,White,Male,5178,0,40,United-States,25991,Rich
20,Private,214387,HS-grad,9,No Marriage,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,23556,Poor
49,Self Employed No Inc,113513,Bachelors,13,Married Civilian,Farming-fishing,Husband,White,Male,0,0,50,United-States,9323,Poor
22,Private,193586,HS-grad,9,No Marriage,Sales,Not-in-family,White,Female,0,0,25,United-States,30177,Poor
28,Private,175710,Bachelors,13,Married Civilian,Exec-managerial,Wife,White,Female,0,0,40,United-States,22323,Rich
25,Private,166415,HS-grad,9,No Marriage,Transport-moving,Unmarried,White,Male,0,0,52,United-States,8324,Poor
35,Private,114605,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,25,United-States,7331,Poor
19,Private,262515,11th,7,No Marriage,Other-service,Other-relative,White,Male,0,0,20,United-States,3804,Poor
70,?,118630,Assoc-voc,11,Widowed,?,Unmarried,White,Female,0,0,35,United-States,18622,Poor
23,Private,187513,Assoc-voc,11,No Marriage,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,17081,Poor
22,Private,207782,Assoc-acdm,12,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,12989,Poor
32,Local Government,113838,Some-college,10,Married Civilian,Protective-serv,Husband,White,Male,0,0,99,United-States,27222,Poor
59,Private,271571,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,15024,0,50,United-States,9890,Rich
36,Private,183612,HS-grad,9,Married Civilian,Prof-specialty,Husband,White,Male,0,1977,40,United-States,4031,Rich
40,Private,247880,Bachelors,13,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,17446,Rich
34,Private,200117,10th,6,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,30593,Poor
32,State Govenment,77723,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,23307,Poor
60,Police,63526,Bachelors,13,Married Civilian,Adm-clerical,Husband,Black,Male,0,0,40,United-States,10609,Rich
21,Private,250051,Some-college,10,No Marriage,Prof-specialty,Own-child,White,Female,0,0,10,United-States,9171,Poor
39,Self Employed No Inc,52870,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,10189,Rich
26,Private,135845,Some-college,10,No Marriage,Sales,Not-in-family,White,Female,0,0,37,United-States,30916,Poor
56,Private,170324,5th-6th,3,Married Civilian,Craft-repair,Husband,Black,Male,0,0,40,Trinadad&Tobago,23495,Poor
57,Self Employed + Inc,412952,Some-college,10,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,14674,Poor
45,?,51164,Some-college,10,Married Civilian,?,Wife,Black,Female,0,0,40,United-States,734,Poor
25,Private,168943,Bachelors,13,Married Civilian,Exec-managerial,Wife,White,Female,0,0,30,United-States,5349,Rich
21,Private,152540,HS-grad,9,No Marriage,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,4586,Poor
27,State Govenment,553473,Bachelors,13,Married Civilian,Protective-serv,Wife,Black,Female,0,0,48,United-States,10007,Poor
49,Private,43206,Prof-school,15,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,22448,Rich
33,Self Employed No Inc,127894,Prof-school,15,Married Civilian,Prof-specialty,Husband,White,Male,0,0,60,United-States,24101,Rich
52,Private,89041,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,24994,Poor
36,Self Employed No Inc,179896,HS-grad,9,Married Civilian,Prof-specialty,Wife,White,Female,3137,0,40,United-States,29282,Poor
25,Private,349190,Assoc-acdm,12,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,5136,Poor
50,?,257117,9th,5,Married Civilian,?,Husband,White,Male,0,0,50,United-States,25980,Poor
33,Private,69311,HS-grad,9,No Marriage,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,20322,Poor
30,Private,147596,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,31725,Poor
41,Police,106982,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,20144,Rich
54,Private,53833,5th-6th,3,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,22063,Rich
65,?,143118,HS-grad,9,Widowed,?,Unmarried,White,Female,0,2206,10,United-States,12589,Poor
29,Local Government,188909,Bachelors,13,No Marriage,Prof-specialty,Own-child,Black,Female,0,0,42,United-States,24782,Poor
39,Private,187167,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,30220,Poor
39,Private,305597,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,5702,Rich
33,Self Employed No Inc,155343,Some-college,10,No Marriage,Farming-fishing,Not-in-family,White,Male,0,0,72,United-States,4204,Poor
50,Private,188186,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,1590,45,United-States,21373,Poor
66,?,186061,Some-college,10,Widowed,?,Unmarried,Black,Female,0,4356,40,United-States,30781,Poor
47,Private,341471,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,4,United-States,22567,Poor
50,Self Employed No Inc,146603,Prof-school,15,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,4474,Rich
18,?,184101,Some-college,10,No Marriage,?,Own-child,White,Male,0,0,25,United-States,13447,Poor
23,Private,161708,Some-college,10,No Marriage,Other-service,Unmarried,White,Female,0,0,20,United-States,17449,Poor
39,Private,53447,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,11052,Poor
49,Private,50748,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,55,England,7036,Poor
70,Private,315868,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,19899,Poor
17,?,198797,11th,7,No Marriage,?,Own-child,White,Male,0,0,20,Peru,19253,Poor
72,?,166253,HS-grad,9,Married Civilian,?,Wife,White,Female,0,0,2,United-States,20608,Poor
55,Private,176012,9th,5,Married Civilian,Tech-support,Wife,White,Female,0,0,23,United-States,6092,Poor
27,Private,145284,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,40,United-States,19157,Poor
34,Local Government,93886,Bachelors,13,Married Civilian,Prof-specialty,Wife,White,Female,0,0,46,United-States,30519,Rich
41,Private,134130,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,11359,Rich
22,Private,356567,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,60,United-States,14965,Poor
30,Private,35644,HS-grad,9,No Marriage,Other-service,Own-child,White,Male,0,0,10,United-States,3801,Poor
43,Private,236985,HS-grad,9,Married Civilian,Craft-repair,Husband,Black,Male,0,0,40,United-States,24578,Poor
57,Self Employed No Inc,34297,7th-8th,4,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,14228,Rich
55,Private,171015,Some-college,10,No Marriage,Adm-clerical,Own-child,White,Female,0,0,36,United-States,31395,Poor
42,Private,261929,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,7688,0,40,United-States,30077,Rich
67,?,45537,Masters,14,Married Civilian,?,Husband,Black,Male,0,0,40,United-States,2578,Rich
37,Self Employed No Inc,218249,11th,7,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,30,United-States,14553,Poor
33,Private,309350,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,16157,Poor
38,Private,154669,HS-grad,9,Separated,Sales,Not-in-family,White,Male,0,0,60,United-States,27524,Poor
20,Private,505980,Some-college,10,No Marriage,Sales,Own-child,White,Male,0,0,40,United-States,6522,Poor
70,Private,77219,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,37,United-States,7707,Poor
40,State Govenment,151038,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,16587,Poor
50,Private,220019,Masters,14,Married Civilian,Prof-specialty,Wife,White,Female,0,0,40,United-States,16333,Poor
36,Private,732569,9th,5,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,9756,Poor
44,Private,205474,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,13782,Rich
47,Private,212120,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,45,United-States,9217,Rich
37,Local Government,34173,HS-grad,9,Married Civilian,Other-service,Wife,White,Female,0,0,25,United-States,4609,Poor
43,Private,195212,Bachelors,13,Married Civilian,Exec-managerial,Wife,Black,Female,0,0,40,?,16417,Poor
24,Private,152189,HS-grad,9,No Marriage,Craft-repair,Own-child,White,Male,0,0,40,United-States,5684,Poor
53,Self Employed No Inc,311020,10th,6,Married Civilian,Farming-fishing,Husband,White,Male,0,0,60,United-States,912,Poor
36,Private,52327,Masters,14,Married Civilian,Prof-specialty,Husband,Other,Male,0,0,40,Iran,25646,Rich
39,Private,104089,Assoc-voc,11,Married Civilian,Craft-repair,Husband,White,Male,0,0,50,United-States,31322,Rich
49,State Govenment,185800,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,7430,0,40,United-States,8251,Rich
40,Local Government,50442,Some-college,10,No Marriage,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,2977,0,35,United-States,2720,Poor
64,Police,86837,Assoc-acdm,12,Married Civilian,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,18566,Rich
39,Local Government,222572,Masters,14,No Marriage,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,9514,Poor
24,Private,241185,HS-grad,9,No Marriage,Sales,Not-in-family,White,Female,0,0,48,United-States,22045,Poor
25,Private,344991,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,382,Poor
31,Self Employed No Inc,162442,Bachelors,13,Married Civilian,Exec-managerial,Wife,White,Female,0,0,40,United-States,26488,Rich
44,Local Government,174684,HS-grad,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,9479,Poor
61,Private,120933,Some-college,10,No Marriage,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States,2136,Poor
47,Private,121124,Bachelors,13,Married Civilian,Craft-repair,Husband,White,Male,15024,0,50,United-States,28928,Rich
76,?,312500,5th-6th,3,Widowed,?,Unmarried,White,Female,0,0,40,United-States,11732,Poor
34,Private,34862,Bachelors,13,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,1564,60,United-States,15907,Rich
30,Private,189759,Bachelors,13,No Marriage,Transport-moving,Not-in-family,White,Male,4865,0,40,United-States,13160,Poor
36,Private,176335,Some-college,10,No Marriage,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,9943,Poor
44,Private,111275,HS-grad,9,No Marriage,Other-service,Unmarried,Black,Female,0,0,38,United-States,6594,Poor
34,Private,234386,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,10867,Poor
24,Private,241367,Some-college,10,No Marriage,Other-service,Not-in-family,White,Male,0,0,40,United-States,12507,Poor
42,Private,201785,Masters,14,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,4366,Rich
30,Private,174215,Doctorate,16,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,16573,Poor
19,Private,29510,Some-college,10,No Marriage,Other-service,Own-child,White,Female,0,0,20,United-States,9745,Poor
51,Private,189551,HS-grad,9,Divorced,Craft-repair,Own-child,Black,Male,0,0,40,United-States,16610,Poor
32,Private,199416,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,24193,Poor
54,Private,186117,Bachelors,13,Married Civilian,Craft-repair,Husband,White,Male,0,0,45,United-States,27471,Rich
41,Private,138975,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,7688,0,45,United-States,25817,Rich
43,Private,64631,HS-grad,9,Married Civilian,Exec-managerial,Husband,White,Male,15024,0,50,United-States,20869,Rich
47,Private,111797,Some-college,10,No Marriage,Other-service,Not-in-family,Black,Female,0,0,35,Outlying-US(Guam-USVI-etc),1565,Poor
26,Private,187577,Assoc-voc,11,No Marriage,Sales,Not-in-family,White,Male,0,0,55,United-States,3246,Poor
44,Private,174283,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,50,United-States,25581,Rich
37,Private,127772,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,50,United-States,31161,Rich
22,Private,186452,10th,6,No Marriage,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,4544,Poor
82,Self Employed No Inc,240491,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,Cuba,13696,Poor
18,Private,129010,12th,8,No Marriage,Craft-repair,Own-child,White,Male,0,0,10,United-States,4194,Poor
25,Private,312966,9th,5,Separated,Handlers-cleaners,Other-relative,White,Male,0,0,40,El-Salvador,5286,Poor
21,?,176356,Some-college,10,No Marriage,?,Own-child,White,Female,0,0,10,Germany,31201,Poor
30,Private,91145,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,31117,Poor
45,Local Government,166181,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,15740,Poor
43,?,116632,Some-college,10,Married Civilian,?,Husband,White,Male,0,0,45,United-States,8643,Rich
60,Private,216690,Some-college,10,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,?,7398,Poor
21,Private,238068,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,30366,Poor
36,Private,185203,HS-grad,9,No Marriage,Sales,Not-in-family,White,Female,0,0,40,United-States,13761,Poor
20,Private,378546,HS-grad,9,No Marriage,Craft-repair,Own-child,White,Male,0,0,25,United-States,21118,Poor
31,?,345497,10th,6,Married Civilian,?,Husband,White,Male,0,0,40,United-States,4838,Poor
58,Private,113398,HS-grad,9,No Marriage,Other-service,Other-relative,White,Male,0,0,25,United-States,21157,Poor
24,Private,64520,7th-8th,4,No Marriage,Sales,Own-child,White,Male,0,0,40,United-States,25179,Poor
25,Private,109872,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,1898,Poor
42,Local Government,227890,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,1485,40,United-States,20148,Poor
28,Private,297742,Some-college,10,No Marriage,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,27054,Poor
36,Private,317040,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,54,United-States,30071,Poor
51,State Govenment,285747,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,0,1977,60,United-States,20513,Rich
72,Private,74141,9th,5,Married Civilian,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,48,United-States,2003,Rich
38,Private,351299,Some-college,10,Married Civilian,Transport-moving,Husband,Black,Male,0,0,50,United-States,457,Poor
46,Private,295791,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,30,United-States,7431,Poor
39,Private,108540,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,15858,Poor
45,Private,142287,Masters,14,Married Civilian,Exec-managerial,Husband,White,Male,0,0,50,United-States,2217,Rich
57,?,137658,HS-grad,9,Married Civilian,?,Husband,Other,Male,0,0,5,Columbia,30784,Poor
43,State Govenment,206927,HS-grad,9,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,25107,Poor
39,Self Employed No Inc,188571,Assoc-voc,11,Married Civilian,Farming-fishing,Husband,White,Male,0,0,60,United-States,3541,Poor
35,Private,174503,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,26341,Poor
26,Private,51961,12th,8,No Marriage,Sales,Other-relative,Black,Male,0,0,51,United-States,6459,Poor
54,Private,170562,Some-college,10,Married Civilian,Exec-managerial,Husband,White,Male,0,0,48,United-States,18021,Rich
29,State Govenment,309620,Masters,14,Married Civilian,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,20,Taiwan,10091,Poor
28,Private,215014,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,50,United-States,12443,Poor
53,Local Government,124094,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,5013,0,35,United-States,26678,Poor
44,State Govenment,33658,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,7688,0,50,United-States,7021,Rich
87,?,90338,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,2,United-States,31432,Poor
26,Private,248990,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,Mexico,15763,Poor
38,Self Employed + Inc,269318,Some-college,10,Married Civilian,Exec-managerial,Husband,White,Male,7298,0,40,United-States,12575,Rich
30,Private,236543,Some-college,10,Married Civilian,Prof-specialty,Husband,White,Male,0,0,68,United-States,31832,Poor
50,Self Employed No Inc,54261,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,84,United-States,15795,Poor
49,Private,255559,Some-college,10,Married Civilian,Adm-clerical,Wife,White,Female,0,0,40,United-States,13317,Rich
33,Private,198211,HS-grad,9,Married Civilian,Tech-support,Husband,White,Male,0,0,40,United-States,8794,Poor
44,Private,121781,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,37,United-States,18160,Poor
23,Private,174754,Some-college,10,No Marriage,Sales,Not-in-family,White,Female,0,0,30,United-States,1235,Poor
22,Local Government,164775,5th-6th,3,No Marriage,Handlers-cleaners,Other-relative,White,Male,0,0,40,Guatemala,32214,Rich
48,Self Employed No Inc,397466,Some-college,10,Married Civilian,Exec-managerial,Husband,White,Male,0,0,60,United-States,1251,Poor
31,Private,118901,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,2297,Poor
19,Private,544091,HS-grad,9,Married to Army Official,Adm-clerical,Wife,White,Female,0,0,25,United-States,37,Poor
18,?,91670,Some-college,10,No Marriage,?,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,26259,Poor
28,Private,209801,9th,5,Married Civilian,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,12009,Poor
32,Private,153326,Bachelors,13,Married Civilian,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,10278,Poor
36,Self Employed + Inc,337778,Some-college,10,Married Civilian,Exec-managerial,Husband,White,Male,0,0,60,Yugoslavia,26614,Rich
51,Private,182944,HS-grad,9,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,30679,Poor
31,Private,265509,Assoc-voc,11,Separated,Tech-support,Unmarried,Black,Female,0,0,32,United-States,27097,Poor
24,Private,321666,Assoc-acdm,12,No Marriage,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States,24831,Poor
64,State Govenment,105748,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,40,United-States,24042,Poor
24,Private,278107,HS-grad,9,No Marriage,Craft-repair,Own-child,White,Male,0,0,60,United-States,28102,Poor
17,Local Government,182070,11th,7,No Marriage,Other-service,Own-child,White,Female,0,0,16,United-States,2944,Poor
40,Police,196456,Some-college,10,No Marriage,Adm-clerical,Own-child,White,Female,0,0,40,United-States,24433,Poor
37,Self Employed No Inc,126738,HS-grad,9,Married Civilian,Farming-fishing,Husband,White,Male,0,0,72,United-States,17608,Poor
74,?,33114,10th,6,Married Civilian,?,Husband,Amer-Indian-Eskimo,Male,1797,0,30,United-States,21410,Poor
48,Private,97176,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,22648,Poor
31,Private,236861,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,60,United-States,6912,Poor
19,?,43739,HS-grad,9,No Marriage,?,Own-child,White,Male,0,0,40,United-States,27201,Poor
49,Local Government,159726,11th,7,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,26148,Poor
21,State Govenment,164922,Some-college,10,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,30356,Poor
43,State Govenment,165309,HS-grad,9,Married Civilian,Protective-serv,Husband,White,Male,0,0,40,United-States,1154,Poor
35,Police,103214,Doctorate,16,No Marriage,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,60,United-States,17134,Rich
32,Self Employed No Inc,33417,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,50,United-States,7874,Poor
68,?,286869,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,1668,40,?,26296,Poor
37,Private,213726,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,31770,Poor
25,Private,198870,Bachelors,13,No Marriage,Adm-clerical,Own-child,Black,Male,0,0,35,United-States,12045,Poor
38,Private,112093,11th,7,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,11035,Poor
56,Self Employed + Inc,119891,Some-college,10,Married Civilian,Exec-managerial,Husband,White,Male,0,1672,40,United-States,25444,Poor
